,cost,ingredients,level,name,quantity,total_time,type,beurre,oignon,oeuf
218,recipe-infos__level__container--level-2,"[""['1 pâte feuilletée'"", "" '3 oeuf'"", "" '1petit pot  de crème fraîche'"", "" '100g  de gruyère'"", "" '2 oignon'"", "" '1 poivron'"", "" '3 tomate'"", "" '1boîte  de thon'"", "" '10 olive verte'"", "" ' Herbes de Provence'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Quiche provençale,6 personnes,1h15,Entrée,0,Yes,3
219,recipe-infos__level__container--level-2,"['[""500g  d\'haricot vert""', "" '500g  de carotte'"", "" '500g  de blette'"", "" '500g  de chou-fleur'"", "" '1 céleri'"", ' ""300g  d\'oignon""', "" '4 poivron'"", "" '4 courgette'"", ' ""1boîte  d\'anchois""', "" '100g  de concentré de tomates'"", "" '8 clou de girofle'"", "" '3cuillère à soupe  de gros sel'"", "" '100g  de sucre en poudre'"", ' ""50cl  d\'huile""', "" '75cl  de vinaigre'"", "" '300g  de thon'"", "" '1pincée  de muscade']""]",recipe-infos__level__container--level-1,Les Antipasti de Micheline,15 personnes,2h00,Accompagnement,0,Yes,0
220,recipe-infos__level__container--level-2,"[""['125g  de beurre'"", "" '250g  de sucre'"", "" '250g  de farine'"", "" '1/2paquet  de levure chimique'"", "" '4 oeuf'"", ' ""1cuillère à soupe  d\'eau""', "" '3cuillère à soupe  de lait'"", "" '125g  de noix'"", "" '1pot  de confiture'"", "" '1sachet  de sucre vanillé']""]",recipe-infos__level__container--level-1,Gâteau à la confiture façon micheline,6 personnes,00h50,Dessert,125,,4
221,recipe-infos__level__container--level-2,"[""['4 oeuf'"", "" '1/2l  de lait'"", "" '100g  de sucre'"", "" '1cuillère à café rase  de maïzena'"", "" '1sachet  de sucre vanillé'"", "" '1pincée  de sel'"", "" '1bâton  de vanille']""]",recipe-infos__level__container--level-1,Oeufs à la neige de Micheline,4 personnes,00h40,Dessert,0,,4
222,recipe-infos__level__container--level-2,"[""['1kg  de farine'"", "" '14g  de levure'"", "" '4 oeuf'"", "" '125g  de sucre'"", "" '125g  de beurre'"", "" '1cuillère à café  de sel'"", "" '25cl  de lait']""]",recipe-infos__level__container--level-1,Brioche de Micheline (26ème rencontre),6 personnes,00h35,Dessert,125,,4
223,recipe-infos__level__container--level-1,"[""['1 pâte brisée'"", "" '500g  de rhubarbe'"", "" '100g  de sucre'"", "" '20cl  de crème liquide'"", "" '3 oeuf'"", "" '1cuillère à café  de maïzena'"", "" ' Amande']""]",recipe-infos__level__container--level-1,Tarte à la rhubarbe façon Micheline,6 personnes,1h00,Dessert,0,,3
224,recipe-infos__level__container--level-1,"[""['reste  de raclette']""]",recipe-infos__level__container--level-1,Raclette rapide,1 personnes,00h20,Plat principal,0,,0
225,recipe-infos__level__container--level-1,"[""['800g  de fromage à raclette'"", "" '1kg  de pomme de terre'"", "" ' Poivre'"", "" ' Paprika'"", "" ' Cornichon'"", "" ' Oignon au vinaigre'"", "" ' Maïs'"", "" ' Piment'"", "" ' Charcuterie']""]",recipe-infos__level__container--level-1,Raclette,4 personnes,00h40,Plat principal,0,,0
226,recipe-infos__level__container--level-2,"[""['250g  de salade'"", "" '200g  de saumon fumé'"", "" '1 melon'"", "" '200g  de crevette'"", "" '10 pomme de terre'"", "" '8tranche  de coppa'"", "" ' Vinaigrette'"", "" '500g  de fromage à raclette']""]",recipe-infos__level__container--level-2,Raclette d'été,4 personnes,00h25,Plat principal,0,,0
227,recipe-infos__level__container--level-2,"[""['150g  de fromage à raclette'"", "" '100g  de charcuterie'"", "" '175g  de farine'"", "" '1sachet  de levure chimique'"", "" '2 oeuf'"", ' ""2cuillère à soupe  d\'huile""', "" '100g  de fromage râpé'"", "" '1/2verre  de lait'"", "" '1/2verre  de vin blanc'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Cake 'lendemain de raclette',6 personnes,1h00,Entrée,0,,2
228,recipe-infos__level__container--level-2,"[""['1 pâte feuilletée'"", "" '6tranche  de fromage à raclette'"", "" '4tranche  de poitrine fumée'"", "" '1 pomme de terre'"", "" '5 cornichon'"", ' ""1 jaune d\'oeuf""]']",recipe-infos__level__container--level-1,Chaussons de raclette,6 personnes,00h38,Amuse-gueule,0,,1
229,recipe-infos__level__container--level-1,"[""['1 oignon'"", "" '1 aubergine'"", "" '2 courgette'"", "" '1 tomate'"", ' ""2gousse  d\'ail""', ' ""2cuillère à soupe  d\'huile d\'olive""', "" ' Poivre'"", "" ' Sel'"", "" ' Herbes de Provence']""]",recipe-infos__level__container--level-1,Ratatouille facile et rapide,4 personnes,00h30,Accompagnement,0,Yes,0
230,recipe-infos__level__container--level-1,"[""['300g  de thon'"", "" '1cuillère à soupe  de basilic'"", "" '2cuillère à soupe  de crème fraîche'"", "" '1cuillère à café  de moutarde'"", "" '1/2 citron'"", "" '2 petit suisse'"", "" ' Paprika'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Rillettes de thon au basilic,4 personnes,00h15,Entrée,0,,0
231,recipe-infos__level__container--level-1,"[""['1kg  de maquereau'"", "" '1 bouquet garni'"", "" '1 oignon'"", "" '1 clou de girofle'"", "" '50cl  de crème fraîche épaisse'"", "" '1verre  de moutarde']""]",recipe-infos__level__container--level-1,Rillettes de maquereaux simples,6 personnes,00h55,Amuse-gueule,0,Yes,0
232,recipe-infos__level__container--level-1,"[""['120g  de maquereau'"", "" '150g  de fromage frais'"", "" '3 cornichon'"", "" '1/2 oignon'"", "" '1cuillère à café  de moutarde']""]",recipe-infos__level__container--level-1,Rillettes de maquereau faciles,7 personnes,00h10,Entrée,0,Yes,0
233,recipe-infos__level__container--level-2,"[""['2 faisan'"", "" '75cl  de vin blanc sec'"", "" '2 oignon'"", ' ""2gousse  d\'ail""', "" '2 feuille de laurier'"", "" '3 clou de girofle'"", "" ' Poivre en grains'"", "" ' Persil'"", "" '500g  de ventrèche'"", "" '500g  de ventrèche']""]",recipe-infos__level__container--level-1,Rillettes de faisan,8 personnes,5h15,Entrée,0,Yes,0
234,recipe-infos__level__container--level-1,"[""['4 steak'"", "" '1verre  de riz rond'"", "" '50cl  de bouillon de boeuf'"", "" '1petite boîte  de concentré de tomates'"", ' "" Huile d\'olive""', "" ' Poivre'"", "" ' Sel'"", "" ' Gruyère râpé']""]",recipe-infos__level__container--level-1,Risotto tout simple,4 personnes,00h35,Plat principal,0,,50
235,recipe-infos__level__container--level-1,"[""['12 chipolata'"", "" '1 poivron rouge'"", "" '1 aubergine'"", "" '6 tomate'"", "" '6 carotte'"", "" '6 courgette'"", "" '500g  de riz'"", "" '1 bouillon de volaille']""]",recipe-infos__level__container--level-2,Risotto d'été,6 personnes,00h45,Plat principal,0,,0
236,recipe-infos__level__container--level-1,"[""['3 poireau'"", "" '4louche  de riz'"", "" '1 cube de bouillon'"", "" '1 vin blanc sec'"", "" ' Parmesan râpé'"", "" ' Beurre'"", "" ' Crème fraîche']""]",recipe-infos__level__container--level-1,risotto aux poireaux,4 personnes,00h30,Plat principal,0,,0
237,recipe-infos__level__container--level-1,"[""['3cuillère à soupe  de beurre'"", "" '1 oignon'"", "" '250g  de champignon de Paris'"", "" '2cuillère à soupe  de farine'"", "" '1/4l  de bouillon'"", "" '1/2l  de lait'"", "" '1 citron'"", "" '2cuillère à soupe  de crème fraîche'"", "" '1cuillère à soupe  de persil'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Velouté de champignons,3 personnes,00h50,Entrée,3,Yes,0
238,recipe-infos__level__container--level-2,"[""['1barquette  de champignon de Paris'"", "" '4 pomme de terre'"", "" '1 oignon'"", ' ""4gousse  d\'ail""', "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" ' Persil'"", "" '1 kub or'"", "" ' Crème liquide']""]",recipe-infos__level__container--level-1,Soupe de champignons,5 personnes,00h40,Entrée,0,Yes,0
239,recipe-infos__level__container--level-1,"[""['1 rôti de veau'"", "" '40g  de beurre'"", "" '1 oignon'"", "" ' Poivre'"", "" ' Sel'"", "" '6cuillère à café  de fond de veau'"", "" '1verre  de vin blanc'"", ' ""1cuillère à soupe  d\'herbes de Provence""', "" '1cuillère à soupe  de basilic'"", "" '500g  de champignon de Paris']""]",recipe-infos__level__container--level-2,Rôti de veau en cocotte aux champignons,6 personnes,00h50,Plat principal,40,Yes,0
240,recipe-infos__level__container--level-1,"[""['2 blanc de poulet'"", "" '200g  de champignon de Paris'"", "" '1 cube de bouillon'"", "" '2cuillère à café  de moutarde'"", "" '2cuillère à café  de crème fraîche allégée'"", ' ""2cuillère à café  d\'estragon""', ' ""2cuillère à café  d\'huile d\'olive""', "" '2 échalote'"", "" ' Sel'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,"Poulet à la moutarde, à l'estragon et aux champignons",2 personnes,00h40,Plat principal,0,,0
241,recipe-infos__level__container--level-2,"[""['1 filet mignon'"", "" '3 oignon'"", "" '300g  de champignon'"", "" '1bocal  de tomate'"", "" '1pot  de crème fraîche'"", "" '1/2bouteille  de cidre'"", "" '60g  de beurre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Filet mignon rôti au cidre,4 personnes,1h40,Plat principal,60,Yes,0
242,recipe-infos__level__container--level-2,"[""['1 rôti de porc'"", ' ""3/4gousse  d\'ail""', "" ' Moutarde de dijon'"", "" '10 échalote'"", "" ' Poivre'"", "" ' Sel'"", "" ' Crème']""]",recipe-infos__level__container--level-1,Rôti de porc de Dijon,6 personnes,1h30,Plat principal,0,,0
243,recipe-infos__level__container--level-1,"[""['1kg  de rôti de porc'"", "" '10tranche  de fromage'"", "" '10tranche  de bacon'"", "" '25cl  de crème fraîche']""]",recipe-infos__level__container--level-1,Rôti de porc Orloff,6 personnes,1h10,Plat principal,0,,0
244,recipe-infos__level__container--level-2,"[""['800g  de boeuf'"", "" '1rouleau  de pâte feuilletée'"", "" '300g  de champignon de Paris'"", ' ""1 jaune d\'oeuf""', "" '1/2 citron'"", "" '1/2bouquet  de persil'"", ' ""1 jaune d\'oeuf""', "" '1cuillère à soupe  de farine'"", "" '4cuillère à soupe  de lait'"", "" '1cuillère à soupe  de crème fraîche'"", "" '30g  de beurre'"", ' ""4cuillère à soupe  d\'huile""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Rôti de boeuf en croûte,4 personnes,1h00,Plat principal,30,,1
245,recipe-infos__level__container--level-1,"[""['1 rôti de porc'"", "" '4 pomme'"", "" '2cuillère à soupe  de miel'"", "" '1 échalote'"", "" '1poignée  de raisins secs'"", "" ' Poivre'"", "" ' Sel'"", "" ' Cannelle']""]",recipe-infos__level__container--level-1,Rôti de porc au miel et aux pommes,4 personnes,1h15,Plat principal,0,,0
246,recipe-infos__level__container--level-2,"[""['1 butternut'"", "" '1 oignon'"", "" '1noix  de beurre'"", "" ' Huile de sésame'"", "" '100g  de lentilles verte'"", "" '6feuille  de sauge'"", "" '1l  de lait'"", "" ' Sel'"", "" ' Poivre'"", "" ' Cumin'"", "" ' Sauce soja']""]",recipe-infos__level__container--level-1,Velouté de Butternut et lentilles vertes,3 personnes,00h45,Entrée,1,Yes,0
247,recipe-infos__level__container--level-1,"[""['10feuille  de brick'"", "" '300g  de viande'"", "" '1 oignon'"", "" '2 oeuf'"", "" '3cuillère à soupe  de crème fraîche'"", ' ""1cuillère à soupe  de moutarde à l\'ancienne""', ' ""1gousse  d\'ail""', "" '1/2cuillère à café  de sel'"", "" '1/2cuillère à café  de poivre'"", "" '1noisette  de beurre'"", "" ' Huile']""]",recipe-infos__level__container--level-1,Bricks à la viande et moutarde,12 personnes,00h20,Amuse-gueule,1,Yes,2
248,recipe-infos__level__container--level-2,"['[""20cl  d\'huile""', "" '1 oignon'"", ' ""1gousse  d\'ail""', "" '175g  de carotte'"", "" '225g  de pomme de terre'"", "" '1 poivron rouge'"", "" '100g  de petit pois'"", "" '1cuillère à café  de cumin'"", "" '2cuillère à soupe  de pâte de curry'"", "" '3cuillère à soupe  de chutney'"", "" '2cuillère à soupe  de coriandre'"", "" '16feuille  de filo']""]",recipe-infos__level__container--level-2,Samossas de légumes,8 personnes,1h00,Entrée,0,Yes,0
249,recipe-infos__level__container--level-1,"[""['1boîte  de thon'"", "" '2 pomme de terre'"", ' ""moitié  d\'oignon""', ' ""1 jaune d\'oeuf""', "" 'feuille  de brick']""]",recipe-infos__level__container--level-1,Bricks au thon,2 personnes,00h15,Entrée,0,Yes,1
250,recipe-infos__level__container--level-1,"['[""12cuillère à soupe  d\'huile d\'olive""', ' ""2gousse  d\'ail""', "" '1bouquet  de basilic'"", "" '2branche  de thym']""]",recipe-infos__level__container--level-1,Sauce d'été,6 personnes,00h10,Sauce,0,,0
251,recipe-infos__level__container--level-2,"[""['250g  de lentilles verte'"", "" '4 saucisse'"", "" ' Oignon blanc'"", "" '1 carotte'"", "" '100g  de lardons fumés'"", "" '1 bouquet garni']""]",recipe-infos__level__container--level-1,Saucisses aux lentilles,4 personnes,00h55,Plat principal,0,,0
252,recipe-infos__level__container--level-1,"[""['6 saucisse'"", "" '4 tomate'"", "" '4 oignon'"", ' ""6gousse  d\'ail""', "" ' Thym'"", "" ' Laurier'"", "" ' Poivre'"", "" ' Sel'"", "" '1cuillère à café  de curcuma'"", "" '1 piment'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-1,Rougail saucisse,4 personnes,00h40,Plat principal,0,Yes,0
253,recipe-infos__level__container--level-2,"[""['1kg  de sauté de porc'"", "" '2 oignon'"", "" '3 carotte'"", "" '30g  de beurre'"", ' ""2cuillère à soupe  d\'huile d\'olive""', "" '25cl  de vin blanc'"", ' ""25cl  d\'eau""', "" '20cl  de crème fraîche épaisse'"", "" '2cuillère à soupe  de moutarde'"", "" '2cuillère à soupe  de farine']""]",recipe-infos__level__container--level-1,Sauté de porc à la crème de moutarde,4 personnes,00h40,Plat principal,30,Yes,0
254,recipe-infos__level__container--level-1,"[""['6 pomme de terre'"", "" ' Huile'"", "" ' Poivre'"", "" ' Sel'"", "" 'pincée  de curry']""]",recipe-infos__level__container--level-1,Pommes de terres sautées,4 personnes,00h20,Accompagnement,0,,0
255,recipe-infos__level__container--level-1,"[""['4 escalope de dinde'"", "" '1 poivron rouge'"", "" '2 oignon'"", "" '25cl  de crème'"", "" '1cuillère à soupe  de paprika'"", "" '1 citron'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Sauté de dinde au paprika,4 personnes,00h30,Plat principal,0,Yes,0
256,recipe-infos__level__container--level-1,"['[""600g  d\'échine de porc""', "" '2 oignon'"", "" '1bouteille  de cidre'"", "" '2cuillère à soupe  de farine'"", "" ' Fond de volaille'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Sauté de porc au cidre,6 personnes,1h15,Plat principal,0,Yes,0
257,recipe-infos__level__container--level-2,"[""['400g  de sauté'"", "" '1morceau  de chorizo'"", "" '3 pomme de terre'"", ' ""1petite poignée  d\'olives noires""', "" '1petite boîte  de concentré de tomates'"", "" '1verre  de porto'"", "" '1 oignon'"", ' ""1gousse  d\'ail""', "" '1pincée  de thym'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Sauté de veau de Lisbonne,3 personnes,1h15,Plat principal,0,Yes,0
258,recipe-infos__level__container--level-2,"[""['2 cuisse de poulet'"", "" '1 oignon'"", "" ' Carotte'"", "" ' Pomme de terre'"", "" '1/2 cube de bouillon'"", "" ' Cumin'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,"Cuisses de poulet aux carottes, pommes de terre, cumin (sauteuse)",2 personnes,00h40,Plat principal,0,Yes,0
259,recipe-infos__level__container--level-1,"[""['1 concombre'"", "" '200g  de crème épaisse'"", "" '2cuillère à soupe  de jus de citron'"", "" '20feuille  de menthe'"", "" '5branche  de coriandre'"", ' ""2gousse  d\'ail""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Granité de concombre,4 personnes,3h10,Entrée,0,,0
260,recipe-infos__level__container--level-1,"[""['1 concombre'"", "" '20cl  de crème fraîche'"", "" 'feuille  de menthe'"", "" '2 échalote'"", "" '1cuillère à soupe  de vinaigre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Concombres à la menthe,4 personnes,00h15,Entrée,0,,0
261,recipe-infos__level__container--level-2,"[""['3 blanc de poulet'"", "" '250 champignon de Paris'"", "" '1 concombre'"", "" '1l  de bouillon de volaille'"", "" '3cuillère à soupe  de sauce soja'"", "" 'demi  de citron'"", "" ' Beurre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Poulet au concombre,3 personnes,00h50,Plat principal,0,,0
262,recipe-infos__level__container--level-2,"[""['8tranche  de pain de mie'"", "" '1/2 concombre'"", "" '8cuillère à soupe  de crème fraîche épaisse'"", "" 'brin  de ciboulette'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Sandwichs de concombre,4 personnes,00h10,Entrée,0,,0
263,recipe-infos__level__container--level-1,"[""['3 concombre'"", ' ""3gousse  d\'ail""', "" ' Paprika'"", "" ' Sucre'"", "" ' Beurre'"", "" ' Huile'"", "" ' Poivre'"", "" ' Sel'"", "" ' Crème fraîche']""]",recipe-infos__level__container--level-1,Poêlée de concombres,3 personnes,00h45,Accompagnement,0,,0
264,recipe-infos__level__container--level-1,"[""['500g  de pastèque'"", "" '4pincée  de gingembre'"", "" '4pincée  de cannelle'"", "" ' Miel'"", "" 'feuille  de menthe']""]",recipe-infos__level__container--level-1,Salade de pastèque aux épices,4 personnes,00h15,Dessert,0,,0
265,recipe-infos__level__container--level-1,"[""['150g  de viande hachée'"", "" '1cuillère à café  de sésame'"", ' ""1cuillère à café  d\'huile de sésame""', "" '1/4 pomme'"", "" '1/4 poire'"", ' ""1petite gousse  d\'ail""', "" ' Jus de citron'"", "" '1 oeuf']""]",recipe-infos__level__container--level-1,Steak tartare à la coréenne,1 personnes,00h10,Plat principal,0,,1
266,recipe-infos__level__container--level-2,"[""['200g  de chocolat en poudre'"", "" '2cuillère à soupe  de sucre semoule'"", "" '7.5g  de sucre vanillé'"", ' ""4 jaune d\'oeuf""', ' ""6 blanc d\'oeuf""', "" '20cl  de lait demi-écrémé']""]",recipe-infos__level__container--level-2,Mousse au chocolat en poudre,4 personnes,00h15,Dessert,0,,6
267,recipe-infos__level__container--level-2,"[""['70g  de sucre'"", "" '80g  de beurre'"", "" '230g  de toblerone'"", "" '50g  de chocolat blanc'"", ' ""5 jaune d\'oeuf""', ' ""6 blanc d\'oeuf""', "" '180g  de chocolat blanc']""]",recipe-infos__level__container--level-1,Mousse Toblerone / chocolat blanc,6 personnes,00h20,Dessert,80,,6
268,recipe-infos__level__container--level-1,"[""['1 poivron'"", "" '1 courgette'"", "" '1 oignon'"", "" '2 pomme de terre'"", "" '1 carotte'"", "" '3 champignon'"", "" '1petite boîte  de maïs'"", "" ' Poivre'"", "" ' Sel'"", "" ' Persil'"", "" ' Ail'"", "" '1 oeuf'"", "" '1cuillère à soupe  de farine'"", "" ' Huile']""]",recipe-infos__level__container--level-1,Steaks végétariens,2 personnes,00h30,Plat principal,0,Yes,1
269,recipe-infos__level__container--level-2,"[""['4 tomate'"", ' ""1botte  d\'oignon""', "" '2botte  de persil'"", "" '1botte  de menthe'"", "" '1petite poignée  de boulgour'"", "" '1 citron'"", ' ""3cuillère  d\'huile d\'olive""', "" '2pincée  de sel']""]",recipe-infos__level__container--level-1,Le vrai taboulé libanais,5 personnes,00h25,Entrée,0,Yes,0
270,recipe-infos__level__container--level-2,"[""['500g  de semoule fine'"", "" '200g  de beurre'"", ' ""10cl  d\'eau de fleur d\'oranger""', ' ""10cl  d\'eau""', ' ""10cl  d\'eau""', ' ""200g  d\'amande""', "" '140g  de sucre'"", ' ""1cuillère à soupe  d\'eau""', "" ' Sucre glace']""]",recipe-infos__level__container--level-3,Maamouls (Liban),50 personnes,3h20,Dessert,200,,0
271,recipe-infos__level__container--level-2,"[""['500g  de fromage'"", "" '500g  de semoule'"", "" '250g  de margarine'"", "" '2 yaourt'"", "" '11g  de levure chimique'"", "" ' Lait'"", "" ' Sirop']""]",recipe-infos__level__container--level-1,Knafé (Liban),6 personnes,1h05,Dessert,0,,0
272,recipe-infos__level__container--level-2,"[""['2kg  de yaourt nature'"", "" ' Sel'"", "" '1cuillère à soupe  de thym'"", "" '1cuillère à soupe  de paprika'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-1,Chinklich (Liban),3 personnes,00h45,Entrée,0,,0
273,recipe-infos__level__container--level-1,"[""['500g  de tagliatelle fraîche'"", "" '1filet  de saumon frais'"", "" '35cl  de crème fraîche'"", "" '1noix  de beurre'"", "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" ' Parmesan râpé']""]",recipe-infos__level__container--level-2,Tagliatelles au saumon frais,5 personnes,1h00,Plat principal,1,,0
274,recipe-infos__level__container--level-1,"[""['250g  de tagliatelle fraîche'"", "" '200g  de lardons fumés'"", "" '20cl  de crème fraîche épaisse'"", "" '1 oignon'"", ' ""1gousse  d\'ail""', "" '20cl  de vin blanc'"", "" '2 oeuf'"", "" ' Muscade'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Tagliatelles carbonara 'spéciales',2 personnes,00h30,Plat principal,0,Yes,2
275,recipe-infos__level__container--level-1,"[""['200g  de coquille saint-jacques'"", "" '100g  de champignon de Paris'"", "" '200g  de tagliatelle'"", "" ' Crème'"", "" ' Poivre'"", "" ' Sel'"", "" ' échalote'"", "" ' Ail']""]",recipe-infos__level__container--level-1,Tagliatelles aux Noix de saint Jacques,2 personnes,00h20,Plat principal,0,,0
276,recipe-infos__level__container--level-2,"[""['500g  de tagliatelle'"", "" '2 poireau'"", "" '150g  de lardons'"", "" '1petit pot  de crème fraîche'"", "" ' Beurre'"", "" ' Poivre'"", "" ' Sel'"", "" ' Parmesan']""]",recipe-infos__level__container--level-1,Tagliatelles à la crème de poireaux,4 personnes,00h40,Plat principal,0,,0
277,recipe-infos__level__container--level-1,"[""['6 carotte'"", "" ' Ail'"", "" ' Persil'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-1,Tagliatelles de carottes,4 personnes,00h40,Accompagnement,0,,0
278,recipe-infos__level__container--level-1,"[""['500g  de tagliatelle fraîche'"", "" '1filet  de saumon frais'"", "" '35cl  de crème fraîche'"", "" '1noix  de beurre'"", "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" ' Parmesan râpé']""]",recipe-infos__level__container--level-2,Tagliatelles au saumon frais,5 personnes,1h00,Plat principal,1,,0
279,recipe-infos__level__container--level-1,"[""['250g  de tagliatelle fraîche'"", "" '200g  de lardons fumés'"", "" '20cl  de crème fraîche épaisse'"", "" '1 oignon'"", ' ""1gousse  d\'ail""', "" '20cl  de vin blanc'"", "" '2 oeuf'"", "" ' Muscade'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Tagliatelles carbonara 'spéciales',2 personnes,00h30,Plat principal,0,Yes,2
280,recipe-infos__level__container--level-1,"[""['200g  de coquille saint-jacques'"", "" '100g  de champignon de Paris'"", "" '200g  de tagliatelle'"", "" ' Crème'"", "" ' Poivre'"", "" ' Sel'"", "" ' échalote'"", "" ' Ail']""]",recipe-infos__level__container--level-1,Tagliatelles aux Noix de saint Jacques,2 personnes,00h20,Plat principal,0,,0
281,recipe-infos__level__container--level-2,"[""['500g  de tagliatelle'"", "" '2 poireau'"", "" '150g  de lardons'"", "" '1petit pot  de crème fraîche'"", "" ' Beurre'"", "" ' Poivre'"", "" ' Sel'"", "" ' Parmesan']""]",recipe-infos__level__container--level-1,Tagliatelles à la crème de poireaux,4 personnes,00h40,Plat principal,0,,0
282,recipe-infos__level__container--level-1,"[""['6 carotte'"", "" ' Ail'"", "" ' Persil'"", ' "" Huile d\'olive""]']",recipe-infos__level__container--level-1,Tagliatelles de carottes,4 personnes,00h40,Accompagnement,0,,0
283,recipe-infos__level__container--level-2,"[""['125g  de beurre'"", "" '125g  de sucre roux'"", ' ""125g  de poudre d\'amande""', "" '2 oeuf'"", "" '1 extrait de vanille'"", "" '1 pâte sablée'"", ' ""1cuillère à soupe  d\'amande""', "" '1grosse boîte  de poire']""]",recipe-infos__level__container--level-1,Tarte bourdaloue (aux poires),6 personnes,00h50,Dessert,125,,2
284,recipe-infos__level__container--level-1,"[""['6 poire'"", "" '80g  de sucre'"", ' ""2 jaune d\'oeuf""', "" '200g  de farine'"", ' ""40g  de poudre d\'amande""', ' ""100g  de poudre d\'amande""', "" '100g  de sucre'"", ' ""2 jaune d\'oeuf""', "" '1cuillère à soupe  de fécule de maïs'"", "" '100g  de beurre'"", "" '100g  de beurre']""]",recipe-infos__level__container--level-1,Gâteau aux poires bourdaloue,6 personnes,1h30,Dessert,100,,2
285,recipe-infos__level__container--level-1,"[""['1 pâte sablée'"", "" '1 poire'"", "" ' Crème pâtissière'"", "" '50cl  de lait'"", "" '100g  de chocolat'"", "" '2cuillère à soupe  de crème fraîche']""]",recipe-infos__level__container--level-1,Bourdaloue aux poires et chocolat,8 personnes,00h30,Dessert,0,,0
286,recipe-infos__level__container--level-3,"[""['70g  de beurre'"", ' ""70g  de poudre d\'amande""', "" '70g  de sucre de canne'"", "" '1 pâte sablée'"", ' ""2cuillère à soupe  d\'amande""', "" '3cuillère à soupe  de chocolat noir'"", "" '6demi  de poire'"", "" '1 oeuf'"", "" '75g  de sucre'"", "" '1feuille  de gélatine']""]",recipe-infos__level__container--level-2,La tarte bourdaloue SuperGourmande !,6 personnes,00h40,Dessert,70,,1
287,recipe-infos__level__container--level-2,"[""['1 pâte brisée'"", "" '50g  de sucre'"", ' ""60g  de poudre d\'amande""', ' ""500g  d\'abricot""', "" '1 oeuf'"", "" '4cuillère à soupe  de crème fraîche'"", "" '1sachet  de sucre vanillé']""]",recipe-infos__level__container--level-2,Tarte Bourdaloue aux abricots,8 personnes,1h05,Dessert,0,,1
288,recipe-infos__level__container--level-1,"[""['120g  de chocolat noir'"", "" '50g  de beurre'"", "" '50g  de sucre semoule'"", "" '50g  de noix de coco']""]",recipe-infos__level__container--level-1,Les chocolatines,25 personnes,00h20,Confiserie,50,,0
289,recipe-infos__level__container--level-2,"[""['250g  de chocolat noir'"", "" '250g  de cerneau de noix'"", "" '4 oeuf'"", "" '125g  de beurre doux'"", "" '100g  de sucre en poudre']""]",recipe-infos__level__container--level-2,Chocolatine aux noix,8 personnes,1h30,Dessert,125,,4
290,recipe-infos__level__container--level-3,"[""['5 oeuf'"", "" '150g  de sucre'"", "" '125g  de farine'"", "" '20g  de beurre'"", "" '200g  de chocolat'"", "" '200g  de crème fraîche épaisse'"", "" '6cl  de rhum'"", "" '100g  de sucre'"", "" '150g  de chocolat au lait'"", "" ' Vermicelles']""]",recipe-infos__level__container--level-2,La chocolatine de marie,4 personnes,1h15,Dessert,20,,5
291,recipe-infos__level__container--level-1,"[""['150g  de chocolat'"", "" '150g  de sucre en poudre'"", "" '150g  de beurre'"", "" '2cuillère à soupe  de farine'"", "" '3 oeuf'"", "" '1/2verre  de café']""]",recipe-infos__level__container--level-1,La chocolatine de Toinette,6 personnes,00h40,Dessert,150,,3
292,recipe-infos__level__container--level-2,"[""['300g  de champignon'"", "" '2cuillère à soupe  de pain'"", "" '8 pâte sablée'"", "" ' Citron'"", "" '50g  de beurre'"", "" '100g  de crème'"", "" '1/2botte  de persil'"", ' ""2gousse  d\'ail""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Tartelettes de champignons,8 personnes,00h45,Entrée,50,,0
