,cost,ingredients,level,name,quantity,total_time,type,beurre,oignon,oeuf
240,recipe-infos__level__container--level-1,"[""['500g  de sirop'"", "" '100g  de sucre glace'"", "" '1grande boîte  de lait concentré non sucré']""]",recipe-infos__level__container--level-1,Glace aux litchis,6 personnes,00h20,Dessert,0,,0
241,recipe-infos__level__container--level-2,"[""['4 blanc de poulet'"", "" '35g  de maïzena'"", "" '30g  de margarine'"", "" '8 échalote'"", "" '1 poivron rouge'"", "" '250g  de litchi'"", "" ' Ciboulette'"", ' ""10cl  d\'eau""', "" '2 cube de bouillon'"", "" '10g  de sucre'"", "" ' Poivre']""]",recipe-infos__level__container--level-1,Poulet aux litchi,4 personnes,00h25,Plat principal,0,,0
242,recipe-infos__level__container--level-1,"[""['1 poulet'"", "" '2boîte  de litchi au sirop'"", ' ""2gousse  d\'ail""', "" '3 échalote'"", "" '1 petit piment'"", "" ' Herbes'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Poulet aux litchis,4 personnes,1h30,Plat principal,0,,0
243,recipe-infos__level__container--level-2,"[""['250g  de mascarpone'"", "" '80g  de sucre semoule'"", "" '3 oeuf'"", "" '300g  de litchi'"", "" '100g  de sucre semoule'"", "" '1paquet  de langue de chat'"", ' ""10cl  d\'eau""]']",recipe-infos__level__container--level-1,Tiramisu aux Litchis,5 personnes,00h20,Dessert,0,,3
244,recipe-infos__level__container--level-1,"[""['1 pâte brisée'"", "" '20 litchi'"", "" '1cuillère à soupe  de sucre'"", "" ' Beurre'"", "" '1/4l  de lait'"", "" '1 oeuf'"", "" '15g  de farine'"", "" '40g  de sucre'"", "" '1paquet  de sucre vanillé']""]",recipe-infos__level__container--level-1,Tarte aux litchis,6 personnes,00h45,Dessert,0,,1
245,recipe-infos__level__container--level-2,"[""['1kg  de lotte'"", ' ""2cuillère  d\'huile d\'olive""', "" '75g  de beurre'"", "" '6 échalote'"", ' ""1gousse  d\'ail""', "" '2 tomate'"", "" '2cuillère  de concentré de tomates'"", "" '20cl  de vin blanc sec'"", "" '1petit verre  de cognac']""]",recipe-infos__level__container--level-2,Lotte à l'américaine,4 personnes,00h40,Plat principal,75,,0
246,recipe-infos__level__container--level-2,"[""['1.8kg  de lotte'"", "" '1 poivron rouge'"", "" '1 poivron vert'"", "" '6 tomate'"", "" '400ml  de lait de coco'"", "" '1cuillère  de pâte de curry'"", "" ' Poivre'"", "" ' Sel'"", "" 'morceau  de sucre']""]",recipe-infos__level__container--level-2,Curry de lotte au lait de coco,8 personnes,00h40,Plat principal,0,,0
247,recipe-infos__level__container--level-2,"[""['700g  de lotte'"", "" '1 pamplemousse'"", "" '1 citron vert'"", "" '3 poivron'"", "" '2 oignon'"", "" '1/2 mangue'"", ' ""4tranche  d\'ananas""', "" ' Sel'"", ' "" Piment d\'Espelette""]']",recipe-infos__level__container--level-2,Lotte exotique,4 personnes,1h00,Plat principal,0,Yes,0
248,recipe-infos__level__container--level-3,"[""['600g  de lotte'"", "" '6 oeuf'"", "" '1petite boîte  de concentré de tomates'"", "" ' Poivre'"", "" ' Sel'"", "" ' Muscade'"", "" ' Quatre-épices'"", "" '2 citron']""]",recipe-infos__level__container--level-1,Terrine de lotte,8 personnes,1h00,Entrée,0,,6
249,recipe-infos__level__container--level-1,"[""['400g  de queue'"", "" '200g  de tomates concassées'"", ' ""1cuillère à café  d\'huile d\'olive""', "" '1 échalote'"", "" '1/2verre  de vin blanc'"", "" '1/2 citron vert'"", "" '1pincée  de safran'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Lotte au safran,2 personnes,00h20,Plat principal,0,,0
250,recipe-infos__level__container--level-1,"[""['1barquette  de mâche'"", "" '30g  de beurre'"", "" '1 pomme de terre'"", "" '1 cube de bouillon'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Velouté de mâche,4 personnes,00h35,Entrée,30,,0
251,recipe-infos__level__container--level-2,"[""['1 blanc de poireaux'"", "" '1poignée  de mâche'"", "" '10cl  de lait'"", ' ""10cl  d\'eau""', "" '1cuillère à café  de riz rond'"", "" '1cuillère à soupe  de crème fraîche'"", "" ' Persil']""]",recipe-infos__level__container--level-1,Coulis de mâche,4 personnes,00h30,Sauce,0,,0
252,recipe-infos__level__container--level-1,"[""['1barquette  de ravioli'"", "" '4 tomate'"", "" '150g  de salade'"", "" '2 crottin de chèvre'"", "" ' Basilic frais'"", "" '50g  de pignons'"", "" '1 échalote'"", "" '1/2 citron'"", ' ""4 huile d\'olive""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Salade de raviolis et mâche,4 personnes,00h23,Plat principal,0,,0
253,recipe-infos__level__container--level-1,"[""['150g  de mâche'"", "" '100g  de champignon de Paris'"", "" '2 figue'"", "" '60g  de châtaigne'"", "" '1 escalope de poulet'"", "" ' Herbes de Provence'"", "" ' Paprika'"", ' ""2cuillère à soupe  d\'huile de noix""', "" '1 échalote'"", "" ' Ail'"", "" ' Levure'"", "" '1.5cuillère à soupe  de vinaigre balsamique'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Salade de mâche forestière,2 personnes,00h20,Plat principal,0,,0
254,recipe-infos__level__container--level-1,"[""['1sachet  de mâche'"", "" '2 avocat'"", "" '16 crevette rose'"", "" '50g  de parmesan'"", "" '20 tomate cerise'"", "" '1 échalote'"", "" '4 champignon de Paris'"", "" '1 citron'"", ' "" Huile d\'olive""', "" ' Vinaigre balsamique'"", "" ' Sauce soja'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Salade de mâche avocat et crevettes,4 personnes,00h10,Entrée,0,,0
255,recipe-infos__level__container--level-1,"[""['12 maquereau'"", "" '3 oignon'"", ' ""3gousse  d\'ail""', "" '2 citron'"", "" '6 cornichon'"", "" ' Thym'"", "" ' Laurier'"", "" ' Poivre'"", "" ' Sel'"", "" '4verre  de vin blanc sec'"", ' ""1verre  de vinaigre d\'alcool""]']",recipe-infos__level__container--level-1,conserve de maquereaux,3 personnes,1h05,Entrée,0,Yes,0
256,recipe-infos__level__container--level-2,"[""['800g  de pomme de terre'"", "" '3 maquereau'"", ' ""50g  d\'olives noires""', ' ""2gousse  d\'ail""', ' ""2cuillère à soupe  d\'huile d\'olive""', "" '1botte  de persil'"", "" '1pincée  de muscade'"", "" '1 chapelure']""]",recipe-infos__level__container--level-1,Brandade de maquereaux,4 personnes,00h55,Plat principal,0,,0
257,recipe-infos__level__container--level-1,"[""['1kg  de maquereau'"", "" '1 bouquet garni'"", "" '1 oignon'"", "" '1 clou de girofle'"", "" '50cl  de crème fraîche épaisse'"", "" '1verre  de moutarde']""]",recipe-infos__level__container--level-1,Rillettes de maquereaux simples,6 personnes,00h55,Amuse-gueule,0,Yes,0
258,recipe-infos__level__container--level-1,"[""['120g  de maquereau'"", "" '150g  de fromage frais'"", "" '3 cornichon'"", "" '1/2 oignon'"", "" '1cuillère à café  de moutarde']""]",recipe-infos__level__container--level-1,Rillettes de maquereau faciles,7 personnes,00h10,Entrée,0,Yes,0
259,recipe-infos__level__container--level-1,"[""['1paquet  de biscuit à la cuillère'"", "" '500g  de mascarpone'"", "" '2 oeuf'"", "" '120g  de sucre'"", "" '1sachet  de sucre vanillé'"", "" '350g  de mandarine']""]",recipe-infos__level__container--level-1,Tiramisu aux mandarines,6 personnes,00h15,Dessert,0,,2
260,recipe-infos__level__container--level-1,"[""['120g  de farine'"", "" '120g  de sucre'"", "" '2 oeuf'"", "" '6 mandarine'"", ' ""100g  d\'amande""', "" '80g  de beurre'"", "" '1paquet  de levure']""]",recipe-infos__level__container--level-1,Gâteau à la mandarine,6 personnes,1h15,Dessert,80,,2
261,recipe-infos__level__container--level-1,"[""['6 mandarine'"", ' ""1/2l  d\'eau""', "" '2l  de vin blanc'"", "" '500g  de sucre']""]",recipe-infos__level__container--level-1,Vin de mandarines,1 personnes,3h00,Boisson,0,,0
262,recipe-infos__level__container--level-1,"[""['2 pintadeau'"", "" '4 mandarine'"", "" '70g  de beurre'"", "" '50g  de sucre glace'"", ' ""5cl  de vinaigre d\'alcool""', "" ' Sel'"", "" '2petit verre  de porto'"", "" '2petit verre  de liqueur']""]",recipe-infos__level__container--level-1,Pintadeaux aux mandarines,4 personnes,1h15,Plat principal,70,,0
263,recipe-infos__level__container--level-1,"[""['4 mandarine'"", "" '2sachet  de sucre vanillé'"", "" '3 oeuf'"", "" '175g  de sucre'"", "" '175g  de farine'"", "" '100g  de beurre'"", "" '1sachet  de levure']""]",recipe-infos__level__container--level-1,Moelleux à la mandarine,6 personnes,00h45,Dessert,100,,3
264,recipe-infos__level__container--level-1,"[""['1 mangue'"", "" '100ml  de lait de coco']""]",recipe-infos__level__container--level-1,Crème de mangue facile et légère,2 personnes,00h10,Dessert,0,,0
265,recipe-infos__level__container--level-2,"[""['2 mangue'"", "" '35g  de sucre en poudre'"", "" '35g  de sirop'"", "" '1sachet  de sucre vanillé'"", "" '10cl  de crème fraîche']""]",recipe-infos__level__container--level-2,Glace à la mangue,1 personnes,00h50,Dessert,0,,0
266,recipe-infos__level__container--level-1,"[""['2 mangue'"", "" '3 oeuf'"", "" '1/4l  de lait'"", "" '25cl  de crème liquide'"", ' ""1pincée  d\'anis en poudre""', "" '100g  de sucre en poudre'"", "" '4 étoile de badiane'"", "" 'feuille  de menthe']""]",recipe-infos__level__container--level-1,Crème à la mangue,4 personnes,00h45,Dessert,0,,3
267,recipe-infos__level__container--level-2,"[""['1 pâte feuilletée'"", ' ""1kg  d\'endive""', "" '250g  de marrons'"", "" '250g  de fromage de chèvre'"", "" '40g  de beurre'"", "" '2cuillère à soupe  de miel liquide'"", "" '2cuillère  de sucre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Tatin d'endives aux marrons,8 personnes,1h10,Entrée,40,,0
268,recipe-infos__level__container--level-2,"[""['500g  de crème de marron'"", "" '100g  de chocolat noir'"", "" '3 oeuf'"", "" '100g  de beurre']""]",recipe-infos__level__container--level-2,Fondant à la crème de marrons et au chocolat,8 personnes,00h35,Dessert,100,,3
269,recipe-infos__level__container--level-1,"[""['1grosse boîte  de marrons'"", ' ""1l  d\'eau""', "" '3cuillère à soupe  de crème fraîche'"", "" '1cuillère à soupe  de farine']""]",recipe-infos__level__container--level-1,Velouté de marrons (rapide et simple),4 personnes,00h45,Entrée,0,,0
270,recipe-infos__level__container--level-1,"[""['1coeur  de salade'"", "" '1 melon'"", "" '200g  de feta'"", "" '4tranche  de jambon'"", "" '4cuillère à soupe  de jus de citron'"", ' ""4cuillère à soupe  d\'huile d\'olive""', "" '1cuillère à café  de thym'"", "" ' Poivre'"", "" ' Sel'"", ' ""2cuillère à soupe  d\'eau""]']",recipe-infos__level__container--level-1,"Salade melon, feta, jambon",4 personnes,00h15,Entrée,0,,0
271,recipe-infos__level__container--level-2,"[""['1 melon'"", ' ""4 jaune d\'oeuf""', "" '100g  de sucre en poudre'"", "" '1sachet  de sucre vanillé'"", "" '1/5l  de muscat'"", "" '100g  de framboise'"", ' ""1cuillère à soupe  d\'amande""', "" 'feuille  de menthe']""]",recipe-infos__level__container--level-2,Carpaccio de melon,4 personnes,00h55,Dessert,0,,4
272,recipe-infos__level__container--level-1,"[""['1 melon'"", "" '20cl  de rhum']""]",recipe-infos__level__container--level-1,Melon grillé,8 personnes,00h9,Dessert,0,,0
273,recipe-infos__level__container--level-1,"[""['125g  de beurre'"", "" '3 oeuf'"", "" '130g  de sucre en poudre'"", "" '1cuillère à soupe rase  de miel'"", "" '150g  de farine'"", "" '1/2sachet  de levure'"", "" '1 citron'"", "" '1pincée  de sel']""]",recipe-infos__level__container--level-1,Madeleines au miel,24 personnes,00h20,Dessert,125,,3
274,recipe-infos__level__container--level-2,"[""['2 magret de canard'"", "" '3cuillère à soupe  de miel'"", "" '3cuillère à café  de vinaigre balsamique'"", "" ' Sel']""]",recipe-infos__level__container--level-3,Magrets de canard au miel,2 personnes,00h20,Plat principal,0,,0
275,recipe-infos__level__container--level-1,"[""['4 côte de porc'"", ' ""2cuillère à soupe  d\'huile""', "" '4cuillère à soupe  de miel'"", "" '2cuillère à soupe  de curry'"", "" '1/2 citron']""]",recipe-infos__level__container--level-1,côtes de porc au curry et au miel,4 personnes,00h20,Plat principal,0,,0
276,recipe-infos__level__container--level-2,"[""['1.5kg  de poulet'"", "" '1/2l  de bouillon'"", "" '4cuillère à soupe  de miel'"", "" '2 gingembre'"", ' ""4gousse  d\'ail""', "" '1/2 citron'"", "" '2cuillère à soupe  de sauce soja'"", "" ' Piment de Cayenne'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Ailerons de poulet confits au miel,4 personnes,1h05,Plat principal,0,,0
277,recipe-infos__level__container--level-2,"[""['3 oeuf'"", "" '90g  de sucre'"", "" '60g  de farine'"", "" '1pincée  de sel'"", "" '45g  de beurre'"", "" '150g  de crème fraîche'"", "" '750g  de mirabelle']""]",recipe-infos__level__container--level-2,Clafoutis aux mirabelles ou aux quetsches,4 personnes,00h50,Dessert,45,,3
278,recipe-infos__level__container--level-2,"[""['1kg  de mirabelle'"", "" '1 jus de citron'"", ' ""10cl  d\'eau""', "" '100g  de sucre'"", ' ""2cuillère à soupe  d\'eau""', "" ' Sucre de canne']""]",recipe-infos__level__container--level-1,Sorbet aux mirabelles,6 personnes,00h30,Dessert,0,,0
279,recipe-infos__level__container--level-2,"[""['150g  de farine'"", "" '75g  de beurre'"", "" '375g  de mirabelle'"", ' ""50g  d\'amande""', "" '1 oeuf'"", "" '50g  de sucre']""]",recipe-infos__level__container--level-1,Tourte aux mirabelles,4 personnes,1h00,Dessert,75,,1
280,recipe-infos__level__container--level-3,"[""['1kg  de mirabelle'"", ' ""50cl  d\'eau""', "" '1350g  de sucre']""]",recipe-infos__level__container--level-1,Sirop de mirabelles,2 personnes,24h50,Boisson,0,,0
281,recipe-infos__level__container--level-3,"[""['150g  de farine'"", "" '100g  de beurre'"", "" '100g  de sucre en poudre'"", "" '1 oeuf'"", "" '200g  de mirabelle'"", "" '1/2sachet  de levure chimique'"", "" '20cl  de lait'"", "" '1pincée  de sel']""]",recipe-infos__level__container--level-2,Muffins aux mirabelles,4 personnes,00h35,Dessert,100,,1
282,recipe-infos__level__container--level-2,"[""['250g  de farine'"", "" '50cl  de lait entier'"", "" '2 oeuf'"", ' ""1cuillère à soupe  d\'huile""', "" '1pincée  de sel'"", "" '150g  de morille'"", "" '1tranche  de jambon blanc'"", "" '40cl  de crème fraîche'"", "" '1 cube de bouillon'"", "" '1 citron'"", "" '1cuillère à soupe  de farine'"", "" '50g  de beurre']""]",recipe-infos__level__container--level-3,Crêpes aux morilles,12 personnes,2h10,Entrée,50,,2
283,recipe-infos__level__container--level-2,"[""['40g  de morille'"", "" '30cl  de crème'"", "" '20cl  de vin blanc'"", "" '40g  de beurre'"", "" '300g  de pâte'"", "" '100g  de parmesan râpé'"", ' ""1gousse  d\'ail""', "" '1 échalote']""]",recipe-infos__level__container--level-2,Lasagnes de morilles,4 personnes,00h30,Entrée,40,,0
284,recipe-infos__level__container--level-1,"[""['200g  de morille'"", "" '10g  de beurre'"", "" '1dl  de crème fraîche'"", "" '100g  de gnocchi'"", "" '1cuillère à soupe  de fond de veau'"", "" ' Sel'"", "" ' Poivre'"", "" 'feuille  de cerfeuil']""]",recipe-infos__level__container--level-3,gnocchis aux morilles,4 personnes,00h40,Entrée,10,,0
285,recipe-infos__level__container--level-3,"[""['1bocal  de morille'"", "" '2 échalote'"", "" '1 béchamel'"", "" '3cuillère à soupe  de crème fraîche épaisse'"", "" '1petit verre  de cognac'"", "" '50g  de beurre'"", "" ' Poivre'"", "" ' Sel'"", "" 'petite tranche  de pain'"", "" ' Foie gras']""]",recipe-infos__level__container--level-3,Duxelles de morilles,6 personnes,00h40,Entrée,50,,0
286,recipe-infos__level__container--level-2,"[""['1.5kg  de moules'"", "" '3 échalote'"", "" '25cl  de vin blanc sec'"", "" '50cl  de crème fraîche épaisse'"", "" '125g  de roquefort'"", "" ' Beurre demi-sel'"", "" ' Persil'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Moules au roquefort,4 personnes,00h35,Plat principal,0,,0
287,recipe-infos__level__container--level-1,"[""['2l  de moules'"", "" '1grosse cuillère à soupe  de curry'"", "" '1verre  de vin blanc'"", "" '10cl  de crème fraîche'"", "" '50g  de beurre'"", "" '1 échalote'"", "" ' Persil']""]",recipe-infos__level__container--level-2,Moules au curry,4 personnes,00h25,Plat principal,50,,0
288,recipe-infos__level__container--level-2,"[""['2.5kg  de moules'"", "" '1 chorizo'"", ' ""4gousse  d\'ail""', "" '4 échalote'"", "" '2 poivron rouge'"", "" '2 piment'"", ' ""3cuillère à soupe  d\'huile d\'olive""', "" 'cl  de sauce tomate']""]",recipe-infos__level__container--level-1,Moules Salsa,4 personnes,00h25,Plat principal,0,,0
289,recipe-infos__level__container--level-2,"[""['1kg  de sauté de porc'"", "" '2 oignon'"", "" '3 carotte'"", "" '30g  de beurre'"", ' ""2cuillère à soupe  d\'huile d\'olive""', "" '25cl  de vin blanc'"", ' ""25cl  d\'eau""', "" '20cl  de crème fraîche épaisse'"", "" '2cuillère à soupe  de moutarde'"", "" '2cuillère à soupe  de farine']""]",recipe-infos__level__container--level-1,Sauté de porc à la crème de moutarde,4 personnes,00h40,Plat principal,30,Yes,0
290,recipe-infos__level__container--level-1,"[""['1 pâte feuilletée'"", "" '2boîte  de thon'"", "" '2 tomate'"", "" '3cuillère à soupe  de moutarde'"", "" '2 oeuf'"", "" '20cl  de crème fraîche'"", "" '3cuillère à soupe  de lait'"", "" '1pincée  de sel'"", "" '2pincée  de poivre']""]",recipe-infos__level__container--level-1,"Tarte thon, tomate et moutarde",4 personnes,00h55,Entrée,0,,2
291,recipe-infos__level__container--level-1,"[""['1 lapin'"", "" '1bouteille  de vin blanc sec'"", "" '1 moutarde de dijon'"", "" '1petit pot  de crème fraîche'"", ' "" Huile d\'olive""', ' ""2gousse  d\'ail""', "" '5 échalote'"", "" '3 feuille de laurier'"", "" '1branche  de thym'"", "" ' Persil'"", "" ' Poivre'"", "" ' Sel'"", "" '1morceau  de sucre'"", "" '1 carotte']""]",recipe-infos__level__container--level-1,Lapin à la moutarde maison,1 personnes,1h00,Plat principal,0,,0
292,recipe-infos__level__container--level-1,"[""['4 filet de poulet'"", "" '1 échalote'"", "" '1pot  de crème fraîche épaisse'"", "" '2cuillère à soupe  de moutarde'"", "" '20g  de beurre'"", ' ""1cuillère à soupe  d\'huile""]']",recipe-infos__level__container--level-1,Filets de poulet à la moutarde et à la crème,4 personnes,00h25,Plat principal,20,,0
293,recipe-infos__level__container--level-1,"[""['1 filet mignon'"", "" '25cl  de vin blanc sec'"", "" '1 bouillon'"", "" '40cl  de crème fraîche'"", "" '500g  de champignon'"", "" ' Moutarde'"", ' "" Huile d\'olive""', "" ' Beurre']""]",recipe-infos__level__container--level-2,Filet mignon de porc à la moutarde,4 personnes,1h05,Plat principal,0,,0
294,recipe-infos__level__container--level-2,"[""['200g  de morue'"", "" '250g  de farine'"", "" '2 oeuf'"", "" '1dl  de lait'"", ' ""30g  d\'oignon""', "" '20g  de ciboulette'"", "" '20g  de persil'"", ' ""2gousse  d\'ail""', "" ' Thym'"", "" ' Sel'"", "" ' Piment'"", "" '1sachet  de levure chimique']""]",recipe-infos__level__container--level-2,Accras de morue facile,6 personnes,00h25,Amuse-gueule,0,Yes,2
295,recipe-infos__level__container--level-2,"[""['800g  de morue'"", ' ""1tasse  d\'huile d\'olive""', "" '1bol  de lait'"", "" '1 pomme de terre'"", ' ""3gousse  d\'ail""', "" ' Jus de citron']""]",recipe-infos__level__container--level-1,Brandade de Morue,6 personnes,1h20,Plat principal,0,,0
296,recipe-infos__level__container--level-2,"[""['600g  de morue'"", "" '2 oignon'"", "" '250g  de crème fraîche'"", "" '1cuillère à soupe  de farine']""]",recipe-infos__level__container--level-1,Morue à la crème facile,6 personnes,00h35,Plat principal,0,Yes,0
297,recipe-infos__level__container--level-2,"[""['1kg  de morue'"", "" '1 bouquet garni'"", "" '6 pomme de terre'"", ' ""25cl  d\'huile""', "" '3 oignon'"", ' ""3gousse  d\'ail""', "" '1/2verre  de vin blanc sec'"", "" '6 oeuf'"", "" '1cuillère à soupe  de persil']""]",recipe-infos__level__container--level-2,Morue à la portugaise,6 personnes,1h45,Plat principal,0,Yes,6
298,recipe-infos__level__container--level-2,"[""['250g  de morue'"", "" '1 petit piment'"", "" '2 oignon'"", ' ""4gousse  d\'ail""', "" '800g  de farine'"", "" '4 oeuf'"", "" '40cl  de lait'"", "" '1cuillère à soupe  de levure chimique'"", "" '2cuillère à soupe  de vinaigre'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Accras de morue faciles,7 personnes,00h24,Amuse-gueule,0,Yes,4
299,recipe-infos__level__container--level-2,"['[""100g  d\'olives noires""', "" '3 mulet'"", "" '8 oignon'"", ' ""6gousse  d\'ail""', "" '3 citron'"", "" '50cl  de vin blanc sec'"", ' ""15cl  d\'huile d\'olive""', "" '1pincée  de coriandre'"", "" '6 tomate'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Cocotte de mulet aux olives,4 personnes,1h30,Plat principal,0,Yes,0
300,recipe-infos__level__container--level-2,"[""['2kg  de mulet'"", "" '250g  de champignon'"", "" '1bulbe  de fenouil'"", "" '1/2 citron'"", "" '20cl  de vin blanc sec'"", ' ""10cl  d\'eau""', ' ""4cuillère à soupe  d\'huile""', ' ""1cuillère à café  d\'herbes de Provence""', "" '1cuillère à soupe  de pastis'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Papillotes de mulet aux champignons et au fenouil,6 personnes,00h35,Plat principal,0,,0
301,recipe-infos__level__container--level-2,"[""['4filet  de mulet'"", "" '2 oignon'"", "" '2morceau  de potiron'"", "" ' Concentré de tomates'"", ' "" Huile d\'olive""', "" ' Riz'"", "" ' Eau'"", "" ' Piment'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Mulet au potiron et au riz,4 personnes,00h45,Plat principal,0,Yes,0
302,recipe-infos__level__container--level-2,"[""['450g  de mûre'"", "" '230g  de pomme'"", "" '1 jus de citron'"", "" '100g  de beurre'"", "" '230g  de sucre'"", "" '3 oeuf']""]",recipe-infos__level__container--level-1,curd aux mûres,6 personnes,1h15,Confiserie,100,,3
303,recipe-infos__level__container--level-2,"[""['1kg  de mûre'"", "" '600g  de sucre semoule'"", ' ""1l  d\'Alcool""', ' ""10cl  d\'eau""]']",recipe-infos__level__container--level-2,Liqueur à la mûre,12 personnes,00h30,Boisson,0,,0
304,recipe-infos__level__container--level-3,"[""[' Mûre'"", "" '700g  de sucre']""]",recipe-infos__level__container--level-2,Sirop de mûre,3 personnes,1h30,Boisson,0,,0
305,recipe-infos__level__container--level-3,"[""['1kg  de mûre'"", ' ""1verre  d\'eau""', "" '700g  de sucre']""]",recipe-infos__level__container--level-1,Sirops de mûre,1 personnes,1h10,Boisson,0,,0
306,recipe-infos__level__container--level-3,"[""['1kg  de mûre'"", "" '1kg  de sucre']""]",recipe-infos__level__container--level-2,Sirop de mûre rapide,4 personnes,00h45,Boisson,0,,0
307,recipe-infos__level__container--level-2,"['[""50g  d\'amande""', "" '50g  de farine'"", ' ""3 blanc d\'oeuf""', "" '90g  de sucre glace'"", "" '70g  de beurre'"", "" '200g  de myrtille']""]",recipe-infos__level__container--level-1,Financiers aux myrtilles,12 personnes,00h13,Dessert,70,,3
308,recipe-infos__level__container--level-1,"[""['250g  de myrtille'"", "" '250g  de farine'"", "" '2 oeuf'"", "" '2sachet  de sucre vanillé'"", "" '25cl  de lait']""]",recipe-infos__level__container--level-1,Beignets des myrtilles,4 personnes,00h12,Dessert,0,,2
309,recipe-infos__level__container--level-2,"[""['500g  de myrtille'"", "" '500g  de sucre semoule'"", ' ""3dl  d\'Alcool""', "" '1gousse  de vanille'"", "" '2 citron']""]",recipe-infos__level__container--level-1,Liqueur de myrtilles,1 personnes,00h45,Boisson,0,,0
310,recipe-infos__level__container--level-2,"[""['500g  de navet'"", "" '30g  de beurre'"", "" '10g  de sucre'"", ' ""12.5cl  d\'eau""', "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-2,Navets caramélisés,4 personnes,1h15,Plat principal,30,,0
311,recipe-infos__level__container--level-1,"[""['500g  de navet'"", "" '1cuillère à soupe  de sucre en poudre'"", "" ' Beurre']""]",recipe-infos__level__container--level-1,Navets caramélisés (très facile),4 personnes,00h25,Accompagnement,0,,0
312,recipe-infos__level__container--level-1,"[""['500g  de farine'"", "" '200g  de sucre'"", "" '75g  de beurre'"", "" '3 oeuf'"", "" '1zeste  de citron'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Navettes provençales,8 personnes,00h45,Confiserie,75,,3
313,recipe-infos__level__container--level-2,"[""['750g  de farine'"", "" '1/2paquet  de levure chimique'"", "" '70g  de beurre'"", "" '3 oeuf'"", "" '350g  de sucre en poudre'"", ' ""1cuillère à soupe  d\'eau de fleur d\'oranger""', "" '1pincée  de sel']""]",recipe-infos__level__container--level-1,Navettes marseillaises,8 personnes,1h10,Dessert,70,,3
314,recipe-infos__level__container--level-1,"[""['4 pomme de terre'"", "" '4 navet'"", "" '1 oignon'"", "" '2cuillère à soupe  de crème fraîche'"", "" ' Poivre'"", "" ' Sel']""]",recipe-infos__level__container--level-1,Mousseline de navets,4 personnes,00h30,Accompagnement,0,Yes,0
315,recipe-infos__level__container--level-2,"[""['4 nectarine'"", "" '200g  de biscuit à la cuillère'"", ' ""4cl  d\'amaretto""', ' ""50g  d\'amande""', "" '3cuillère à soupe  de sucre'"", "" '1sachet  de sucre vanillé'"", "" '1pincée  de cannelle'"", "" '5cuillère à soupe  de beurre'"", ' ""3 jaune d\'oeuf""]']",recipe-infos__level__container--level-1,Nectarines au four,4 personnes,00h30,Dessert,5,,3
316,recipe-infos__level__container--level-3,"[""['250g  de farine'"", "" '125g  de beurre'"", "" '70g  de sucre'"", ' ""20g  d\'amande""', ' ""2 jaune d\'oeuf""', "" '1pincée  de sel'"", ' ""2 jaune d\'oeuf""', "" '30cl  de lait'"", "" '3cuillère à soupe  de sucre'"", ' ""1cuillère à soupe  d\'extrait de vanille liquide""', "" '1cuillère à soupe  de maïzena'"", "" '6 nectarine'"", "" '20g  de beurre'"", "" '20g  de sucre']""]",recipe-infos__level__container--level-1,Tartelettes aux nectarines,6 personnes,1h20,Dessert,20,,2
317,recipe-infos__level__container--level-1,"[""['5 nectarine'"", "" '3 oeuf'"", "" '100g  de beurre'"", "" '120g  de sucre'"", "" '240g  de farine'"", "" '1sachet  de sucre vanillé'"", "" '1sachet  de levure'"", "" '10cl  de lait'"", "" '1cuillère à soupe  de rhum']""]",recipe-infos__level__container--level-1,Cake aux nectarines facile,8 personnes,2h00,Dessert,100,,3
318,recipe-infos__level__container--level-3,"[""['6 nectarine'"", "" '2 citron'"", "" '300g  de sucre'"", ' ""300ml  d\'eau""]']",recipe-infos__level__container--level-1,sorbet aux nectarines,4 personnes,00h20,Dessert,0,,0
319,recipe-infos__level__container--level-1,"[""['150g  de sucre'"", "" '125g  de beurre'"", "" '150g  de noisette'"", "" '250g  de farine'"", "" '1 oeuf'"", "" '1pincée  de sel']""]",recipe-infos__level__container--level-1,Biscuits sablés aux noisettes,6 personnes,00h30,Dessert,125,,1
